Blocks: '[-30:65:-20:1:4, -29:65:-20:1:4, -28:65:-20:1:4, -31:65:-19:1:4, -30:65:-19:1:4,
  -29:65:-19:1:4, -28:65:-19:1:4, -27:65:-19:1:4, -32:65:-18:1:4, -31:65:-18:1:4,
  -30:65:-18:1:4, -29:65:-18:1:4, -28:65:-18:1:4, -27:65:-18:1:4, -26:65:-18:1:4,
  -32:65:-17:1:4, -31:65:-17:1:4, -30:65:-17:1:4, -29:65:-17:1:4, -28:65:-17:1:4,
  -27:65:-17:1:4, -26:65:-17:1:4, -32:65:-16:1:4, -31:65:-16:1:4, -30:65:-16:1:4,
  -29:65:-16:1:4, -28:65:-16:1:4, -27:65:-16:1:4, -26:65:-16:1:4, -31:65:-15:1:4,
  -30:65:-15:1:4, -29:65:-15:1:4, -28:65:-15:1:4, -27:65:-15:1:4, -30:65:-14:1:4,
  -4:84:13:1, 6:84:13:1, -34:84:14:1, -24:84:14:1, -4:84:14:1, 6:84:14:1, -34:84:15:1,
  -24:84:15:1, -4:84:15:1, 6:84:15:1, -34:84:16:1, -24:84:16:1, -4:84:16:1, 6:84:16:1,
  -33:84:17:1, -25:84:17:1, -3:84:17:1, 5:84:17:1, -32:84:18:1, -31:84:18:1, -30:84:18:1,
  -29:84:18:1, -28:84:18:1, -27:84:18:1, -26:84:18:1, -2:84:18:1, -1:84:18:1, 0:84:18:1,
  1:84:18:1, 2:84:18:1, 3:84:18:1, 4:84:18:1, -24:85:-13:44, -4:85:-13:44, -25:85:-12:44,
  -24:85:-12:44, -4:85:-12:44, -3:85:-12:44, -25:85:8:44, -24:85:8:44, -4:85:8:44,
  -3:85:8:44, -24:85:9:44, -4:85:9:44, -16:91:-7:166, -15:91:-7:166, -14:91:-7:166,
  -13:91:-7:166, -12:91:-7:166, -17:91:-6:166, -16:91:-6:166, -15:91:-6:166, -14:91:-6:166,
  -13:91:-6:166, -12:91:-6:166, -11:91:-6:166, -18:91:-5:166, -17:91:-5:166, -16:91:-5:166,
  -15:91:-5:166, -14:91:-5:166, -13:91:-5:166, -12:91:-5:166, -11:91:-5:166, -10:91:-5:166,
  -19:91:-4:166, -18:91:-4:166, -17:91:-4:166, -16:91:-4:166, -15:91:-4:166, -14:91:-4:166,
  -13:91:-4:166, -12:91:-4:166, -11:91:-4:166, -10:91:-4:166, -9:91:-4:166, -19:91:-3:166,
  -18:91:-3:166, -17:91:-3:166, -16:91:-3:166, -15:91:-3:166, -14:91:-3:166, -13:91:-3:166,
  -12:91:-3:166, -11:91:-3:166, -10:91:-3:166, -9:91:-3:166, -19:91:-2:166, -18:91:-2:166,
  -17:91:-2:166, -16:91:-2:166, -15:91:-2:166, -14:91:-2:166, -13:91:-2:166, -12:91:-2:166,
  -11:91:-2:166, -10:91:-2:166, -9:91:-2:166, -19:91:-1:166, -18:91:-1:166, -17:91:-1:166,
  -16:91:-1:166, -15:91:-1:166, -14:91:-1:166, -13:91:-1:166, -12:91:-1:166, -11:91:-1:166,
  -10:91:-1:166, -9:91:-1:166, -19:91:0:166, -18:91:0:166, -17:91:0:166, -16:91:0:166,
  -15:91:0:166, -14:91:0:166, -13:91:0:166, -12:91:0:166, -11:91:0:166, -10:91:0:166,
  -9:91:0:166, -18:91:1:166, -17:91:1:166, -16:91:1:166, -15:91:1:166, -14:91:1:166,
  -13:91:1:166, -12:91:1:166, -11:91:1:166, -10:91:1:166, -17:91:2:166, -16:91:2:166,
  -15:91:2:166, -14:91:2:166, -13:91:2:166, -12:91:2:166, -11:91:2:166, -16:91:3:166,
  -15:91:3:166, -14:91:3:166, -13:91:3:166, -12:91:3:166, -16:92:-7:166, -15:92:-7:166,
  -14:92:-7:166, -13:92:-7:166, -12:92:-7:166, -17:92:-6:166, -11:92:-6:166, -18:92:-5:166,
  -10:92:-5:166, -19:92:-4:166, -9:92:-4:166, -19:92:-3:166, -9:92:-3:166, -19:92:-2:166,
  -9:92:-2:166, -19:92:-1:166, -9:92:-1:166, -19:92:0:166, -9:92:0:166, -18:92:1:166,
  -10:92:1:166, -17:92:2:166, -11:92:2:166, -16:92:3:166, -15:92:3:166, -14:92:3:166,
  -13:92:3:166, -12:92:3:166, -16:93:-7:166, -15:93:-7:166, -14:93:-7:166, -13:93:-7:166,
  -12:93:-7:166, -17:93:-6:166, -11:93:-6:166, -18:93:-5:166, -10:93:-5:166, -19:93:-4:166,
  -9:93:-4:166, -19:93:-3:166, -9:93:-3:166, -19:93:-2:166, -9:93:-2:166, -19:93:-1:166,
  -9:93:-1:166, -19:93:0:166, -9:93:0:166, -18:93:1:166, -10:93:1:166, -17:93:2:166,
  -11:93:2:166, -16:93:3:166, -15:93:3:166, -14:93:3:166, -13:93:3:166, -12:93:3:166,
  -16:94:-7:166, -15:94:-7:166, -14:94:-7:166, -13:94:-7:166, -12:94:-7:166, -17:94:-6:166,
  -11:94:-6:166, -18:94:-5:166, -10:94:-5:166, -19:94:-4:166, -9:94:-4:166, -19:94:-3:166,
  -9:94:-3:166, -19:94:-2:166, -9:94:-2:166, -19:94:-1:166, -9:94:-1:166, -19:94:0:166,
  -9:94:0:166, -18:94:1:166, -10:94:1:166, -17:94:2:166, -11:94:2:166, -16:94:3:166,
  -15:94:3:166, -14:94:3:166, -13:94:3:166, -12:94:3:166, -16:95:-7:166, -15:95:-7:166,
  -14:95:-7:166, -13:95:-7:166, -12:95:-7:166, -17:95:-6:166, -11:95:-6:166, -18:95:-5:166,
  -10:95:-5:166, -19:95:-4:166, -9:95:-4:166, -19:95:-3:166, -9:95:-3:166, -19:95:-2:166,
  -9:95:-2:166, -19:95:-1:166, -9:95:-1:166, -19:95:0:166, -9:95:0:166, -18:95:1:166,
  -10:95:1:166, -17:95:2:166, -11:95:2:166, -16:95:3:166, -15:95:3:166, -14:95:3:166,
  -13:95:3:166, -12:95:3:166]'
