Blocks: '[72:58:80:20, -2:70:-6:1:1, -1:70:-6:3:1, -3:70:-5:1:1, -2:70:-5:1:1, -1:70:-5:3:1,
  0:70:-5:172, 1:70:-5:172, -3:70:-4:1:1, -2:70:-4:1:1, -1:70:-4:172, 0:70:-4:172,
  1:70:-4:172, 2:70:-4:172, 3:70:-4:172, -3:70:-3:1:1, -2:70:-3:172, -1:70:-3:172,
  7:82:3:172, 8:82:3:172, 9:82:3:172, 10:82:3:172, 11:82:3:172, 12:82:3:172, 13:82:3:172,
  14:82:3:172, 15:82:3:3:1, 40:82:3:172, 41:82:3:172, -14:82:4:3:1, -13:82:4:172,
  -12:82:4:172, -11:82:4:172, -10:82:4:172, -9:82:4:172, -8:82:4:172, -7:82:4:172,
  -6:82:4:172, -5:82:4:172, -4:82:4:172, -3:82:4:172, -2:82:4:172, -1:82:4:172, 0:82:4:172,
  1:82:4:172, 2:82:4:172, 3:82:4:172, 4:82:4:172, 5:82:4:172, 6:82:4:14, 7:82:4:1,
  8:82:4:172, 9:82:4:172, 10:82:4:172, 11:82:4:172, 12:82:4:172, 13:82:4:172, 14:82:4:3:1,
  -14:82:5:3:1, -13:82:5:1:1, -12:82:5:172, -11:82:5:172, -10:82:5:1, -6:82:5:134:7,
  -5:82:5:172, -4:82:5:172, -3:82:5:172, -2:82:5:172, -1:82:5:172, 0:82:5:172, 1:82:5:172,
  2:82:5:172, 3:82:5:172, 4:82:5:172, 5:82:5:172, 10:82:5:172, 11:82:5:172, 12:82:5:172,
  13:82:5:172, 14:82:5:159:1, -14:82:6:159:1, -13:82:6:1:1, -12:82:6:1:1, -11:82:6:172,
  -10:82:6:1, -4:82:6:172, -3:82:6:172, -2:82:6:172, -1:82:6:172, 0:82:6:172, 1:82:6:172,
  2:82:6:172, 3:82:6:172, 4:82:6:172, 10:82:6:172, 11:82:6:172, 12:82:6:172, 13:82:6:172,
  14:82:6:159:1, -13:82:7:159:1, -12:82:7:1:1, -11:82:7:172, -10:82:7:172, -4:82:7:15,
  -3:82:7:172, -2:82:7:172, -1:82:7:172, 0:82:7:172, 1:82:7:172, 2:82:7:172, 3:82:7:172,
  4:82:7:172, 10:82:7:1, 11:82:7:172, 12:82:7:172, 13:82:7:172, -13:82:8:1:1, -12:82:8:1:1,
  -11:82:8:172, -4:82:8:15, -3:82:8:172, -2:82:8:172, -1:82:8:172, 0:82:8:172, 1:82:8:172,
  2:82:8:172, 3:82:8:172, 4:82:8:172, 10:82:8:1, 11:82:8:172, 12:82:8:172, 13:82:8:172,
  -12:82:9:1:1, -11:82:9:172, -10:82:9:172, -4:82:9:172, -3:82:9:172, -2:82:9:172,
  -1:82:9:172, 0:82:9:172, 1:82:9:172, 2:82:9:172, 3:82:9:172, 4:82:9:172, 9:82:9:172,
  10:82:9:172, 11:82:9:172, 12:82:9:172, -12:82:10:3:1, -11:82:10:172, -10:82:10:172,
  -9:82:10:16, -8:82:10:16, -6:82:10:172, -5:82:10:172, -4:82:10:172, -3:82:10:172,
  -2:82:10:172, -1:82:10:172, 0:82:10:172, 1:82:10:172, 2:82:10:172, 3:82:10:172,
  4:82:10:172, 5:82:10:1, 6:82:10:1, 7:82:10:172, 8:82:10:172, 9:82:10:172, 10:82:10:172,
  11:82:10:172, 12:82:10:159:1, -11:82:11:159:1, -10:82:11:172, -9:82:11:172, -8:82:11:172,
  -7:82:11:172, -6:82:11:172, -5:82:11:172, -4:82:11:172, -3:82:11:172, -2:82:11:172,
  -1:82:11:172, 0:82:11:172, 1:82:11:172, 2:82:11:172, 3:82:11:172, 4:82:11:172, 5:82:11:172,
  6:82:11:172, 7:82:11:172, 8:82:11:172, 9:82:11:172, 10:82:11:172, 11:82:11:159:1,
  -10:82:12:159:1, -9:82:12:172, -8:82:12:172, -7:82:12:172, -6:82:12:172, -5:82:12:172,
  -4:82:12:172, -3:82:12:172, -2:82:12:172, -1:82:12:172, 0:82:12:172, 1:82:12:172,
  2:82:12:172, 3:82:12:172, 4:82:12:172, 5:82:12:172, 6:82:12:172, 7:82:12:172, 8:82:12:172,
  9:82:12:172, 10:82:12:159:1, -8:82:13:159:1, -7:82:13:159:1, -6:82:13:1:1, -5:82:13:1:1,
  -4:82:13:1:1, -3:82:13:172, -2:82:13:172, -1:82:13:172, 0:82:13:172, 1:82:13:172,
  2:82:13:172, 3:82:13:172, 4:82:13:1, 5:82:13:172, 6:82:13:172, 7:82:13:159:1, 8:82:13:159:1,
  -38:82:14:172, -37:82:14:172, -6:82:14:159:1, -5:82:14:159:1, -4:82:14:1:1, -3:82:14:1:1,
  -2:82:14:1:1, -1:82:14:1:1, 0:82:14:1:1, 1:82:14:1:1, 2:82:14:172, 3:82:14:1:1,
  4:82:14:1:1, 5:82:14:1:1, 6:82:14:159:1, 38:82:14:172, 39:82:14:172, -40:82:15:172,
  -39:82:15:172, -38:82:15:172, -37:82:15:172, -36:82:15:172, -3:82:15:159:1, -2:82:15:159:1,
  -1:82:15:1:1, 0:82:15:1:1, 1:82:15:3:1, 2:82:15:3:1, 3:82:15:3:1, 36:82:15:172,
  37:82:15:172, 38:82:15:172, 39:82:15:172, 40:82:15:172, -41:82:16:172, -40:82:16:172,
  -39:82:16:172, -38:82:16:172, -37:82:16:172, -36:82:16:172, 35:82:16:172, 36:82:16:172,
  37:82:16:172, 38:82:16:172, 39:82:16:172, 40:82:16:172, -41:82:17:172, -40:82:17:172,
  -39:82:17:172, -38:82:17:172, -37:82:17:172, -36:82:17:172, -35:82:17:172, 35:82:17:172,
  36:82:17:172, 37:82:17:172, 38:82:17:172, 39:82:17:172, 40:82:17:172, 41:82:17:172,
  -40:82:18:172, -39:82:18:172, -38:82:18:172, -37:82:18:172, -36:82:18:172, -35:82:18:172,
  36:82:18:172, 37:82:18:172, 38:82:18:172, 39:82:18:172, 40:82:18:172, 41:82:18:172,
  -40:82:19:172, -39:82:19:172, -38:82:19:172, -37:82:19:172, -36:82:19:172, 36:82:19:172,
  37:82:19:172, 38:82:19:172, 39:82:19:172, 40:82:19:172, -39:82:20:172, -38:82:20:172,
  37:82:20:172, 38:82:20:172, -17:82:35:172, -16:82:35:172, 17:82:35:172, 18:82:35:172,
  -19:82:36:172, -18:82:36:172, -17:82:36:172, -16:82:36:172, -15:82:36:172, 15:82:36:172,
  16:82:36:172, 17:82:36:172, 18:82:36:172, 19:82:36:172, -20:82:37:172, -19:82:37:172,
  -18:82:37:172, -17:82:37:172, -16:82:37:172, -15:82:37:172, 14:82:37:172, 15:82:37:172,
  16:82:37:172, 17:82:37:172, 18:82:37:172, 19:82:37:172, -20:82:38:172, -19:82:38:172,
  -18:82:38:172, -17:82:38:172, -16:82:38:172, -15:82:38:172, -14:82:38:172, 0:82:38:172,
  1:82:38:172, 14:82:38:172, 15:82:38:172, 16:82:38:172, 17:82:38:172, 18:82:38:172,
  19:82:38:172, 20:82:38:172, -19:82:39:172, -18:82:39:172, -17:82:39:172, -16:82:39:172,
  -15:82:39:172, -14:82:39:172, -2:82:39:172, -1:82:39:172, 0:82:39:172, 1:82:39:172,
  2:82:39:172, 15:82:39:172, 16:82:39:172, 17:82:39:172, 18:82:39:172, 19:82:39:172,
  20:82:39:172, -19:82:40:172, -18:82:40:172, -17:82:40:172, -16:82:40:172, -15:82:40:172,
  -3:82:40:172, -2:82:40:172, -1:82:40:172, 0:82:40:172, 1:82:40:172, 2:82:40:172,
  15:82:40:172, 16:82:40:172, 17:82:40:172, 18:82:40:172, 19:82:40:172, -18:82:41:172,
  -17:82:41:172, -3:82:41:172, -2:82:41:172, -1:82:41:172, 0:82:41:172, 1:82:41:172,
  2:82:41:172, 3:82:41:172, 16:82:41:172, 17:82:41:172, -2:82:42:172, -1:82:42:172,
  0:82:42:172, 1:82:42:172, 2:82:42:172, 3:82:42:172, -2:82:43:172, -1:82:43:172,
  0:82:43:172, 1:82:43:172, 2:82:43:172, -1:82:44:172, 0:82:44:172, -1:83:-45:172,
  0:83:-45:172, -2:83:-44:56, -1:83:-44:1:5, 0:83:-44:172, 1:83:-44:172, 2:83:-44:172,
  -3:83:-43:1:5, -2:83:-43:172, -1:83:-43:172, 0:83:-43:172, 1:83:-43:172, 2:83:-43:16,
  3:83:-43:172, -18:83:-42:172, -17:83:-42:172, -3:83:-42:172, -2:83:-42:172, -1:83:-42:172,
  0:83:-42:172, 1:83:-42:172, 2:83:-42:172, 3:83:-42:172, 16:83:-42:172, 17:83:-42:172,
  -19:83:-41:56, -18:83:-41:1:5, -17:83:-41:172, -16:83:-41:172, -15:83:-41:172, -3:83:-41:172,
  -2:83:-41:172, -1:83:-41:172, 0:83:-41:172, 1:83:-41:172, 2:83:-41:172, 3:83:-41:1:5,
  15:83:-41:56, 16:83:-41:1:5, 17:83:-41:172, 18:83:-41:172, 19:83:-41:172, -20:83:-40:1:5,
  -19:83:-40:172, -18:83:-40:172, -17:83:-40:172, -16:83:-40:172, -15:83:-40:16, -14:83:-40:172,
  -3:83:-40:172, -2:83:-40:172, -1:83:-40:172, 0:83:-40:172, 1:83:-40:172, 2:83:-40:172,
  3:83:-40:172, 14:83:-40:1:5, 15:83:-40:172, 16:83:-40:172, 17:83:-40:172, 18:83:-40:172,
  19:83:-40:16, 20:83:-40:172, -20:83:-39:172, -19:83:-39:172, -18:83:-39:172, -17:83:-39:172,
  -16:83:-39:172, -15:83:-39:172, -14:83:-39:172, -3:83:-39:172, -2:83:-39:172, -1:83:-39:172,
  0:83:-39:172, 1:83:-39:172, 2:83:-39:172, 3:83:-39:172, 14:83:-39:172, 15:83:-39:172,
  16:83:-39:172, 17:83:-39:172, 18:83:-39:172, 19:83:-39:172, 20:83:-39:172, -20:83:-38:172,
  -19:83:-38:172, -18:83:-38:172, -17:83:-38:172, -16:83:-38:172, -15:83:-38:172,
  -14:83:-38:1:5, -2:83:-38:172, -1:83:-38:172, 0:83:-38:15, 1:83:-38:1:5, 2:83:-38:172,
  14:83:-38:172, 15:83:-38:172, 16:83:-38:172, 17:83:-38:172, 18:83:-38:172, 19:83:-38:172,
  20:83:-38:1:5, -20:83:-37:172, -19:83:-37:172, -18:83:-37:172, -17:83:-37:172, -16:83:-37:172,
  -15:83:-37:172, -14:83:-37:172, 14:83:-37:172, 15:83:-37:172, 16:83:-37:172, 17:83:-37:172,
  18:83:-37:172, 19:83:-37:172, 20:83:-37:172, -20:83:-36:172, -19:83:-36:172, -18:83:-36:172,
  -17:83:-36:172, -16:83:-36:172, -15:83:-36:172, -14:83:-36:172, 14:83:-36:172, 15:83:-36:172,
  16:83:-36:172, 17:83:-36:172, 18:83:-36:172, 19:83:-36:172, 20:83:-36:172, -19:83:-35:172,
  -18:83:-35:172, -17:83:-35:15, -16:83:-35:1:5, -15:83:-35:172, 15:83:-35:172, 16:83:-35:172,
  17:83:-35:15, 18:83:-35:1:5, 19:83:-35:172, -40:83:-20:172, -39:83:-20:172, -38:83:-20:1:5,
  -37:83:-20:172, -36:83:-20:172, 36:83:-20:172, 37:83:-20:172, 38:83:-20:172, 39:83:-20:172,
  40:83:-20:1:5, -41:83:-19:172, -40:83:-19:16, -39:83:-19:172, -38:83:-19:172, -37:83:-19:172,
  -36:83:-19:172, -35:83:-19:172, 35:83:-19:172, 36:83:-19:172, 37:83:-19:172, 38:83:-19:172,
  39:83:-19:172, 40:83:-19:172, 41:83:-19:56, -41:83:-18:172, -40:83:-18:172, -39:83:-18:172,
  -38:83:-18:172, -37:83:-18:172, -36:83:-18:172, -35:83:-18:1:5, 35:83:-18:172, 36:83:-18:172,
  37:83:-18:172, 38:83:-18:172, 39:83:-18:172, 40:83:-18:172, 41:83:-18:1:5, 42:83:-18:172,
  -42:83:-17:172, -41:83:-17:172, -40:83:-17:172, -39:83:-17:172, -38:83:-17:172,
  -37:83:-17:172, -36:83:-17:172, -35:83:-17:15, 35:83:-17:15, 36:83:-17:172, 37:83:-17:172,
  38:83:-17:172, 39:83:-17:172, 40:83:-17:172, 41:83:-17:172, 42:83:-17:172, -42:83:-16:172,
  -41:83:-16:1:5, -40:83:-16:172, -39:83:-16:172, -38:83:-16:172, -37:83:-16:172,
  -36:83:-16:172, -35:83:-16:172, 35:83:-16:1:5, 36:83:-16:172, 37:83:-16:172, 38:83:-16:172,
  39:83:-16:172, 40:83:-16:172, 41:83:-16:172, -41:83:-15:56, -40:83:-15:172, -39:83:-15:172,
  -38:83:-15:172, -37:83:-15:172, -36:83:-15:172, -35:83:-15:172, -3:83:-15:159:1,
  -2:83:-15:159:1, -1:83:-15:3:1, 0:83:-15:3:1, 1:83:-15:159:1, 2:83:-15:159:1, 3:83:-15:159:1,
  35:83:-15:172, 36:83:-15:172, 37:83:-15:172, 38:83:-15:172, 39:83:-15:172, 40:83:-15:16,
  41:83:-15:172, -40:83:-14:1:5, -39:83:-14:172, -38:83:-14:172, -37:83:-14:172, -36:83:-14:172,
  -6:83:-14:159:1, -5:83:-14:159:1, -4:83:-14:159:1, -3:83:-14:159:1, -2:83:-14:159:1,
  -1:83:-14:159:1, 0:83:-14:159:1, 1:83:-14:159:1, 2:83:-14:159:1, 3:83:-14:159:1,
  4:83:-14:159:1, 5:83:-14:159:1, 6:83:-14:159:1, 36:83:-14:172, 37:83:-14:172, 38:83:-14:1:5,
  39:83:-14:172, 40:83:-14:172, -8:83:-13:159:1, -7:83:-13:159:1, -6:83:-13:159:1,
  -5:83:-13:159:1, -4:83:-13:159:1, -3:83:-13:159:1, -2:83:-13:159:1, -1:83:-13:159:1,
  0:83:-13:159:1, 1:83:-13:159:1, 2:83:-13:159:1, 3:83:-13:159:1, 4:83:-13:159:1,
  5:83:-13:159:1, 6:83:-13:159:1, 7:83:-13:159:1, 8:83:-13:159:1, -10:83:-12:159:1,
  -9:83:-12:159:1, -8:83:-12:1:1, -7:83:-12:172, -6:83:-12:172, -5:83:-12:172, -4:83:-12:172,
  -3:83:-12:159:1, -2:83:-12:159:1, -1:83:-12:159:1, 0:83:-12:159:1, 1:83:-12:159:1,
  2:83:-12:159:1, 3:83:-12:159:1, 4:83:-12:159:1, 5:83:-12:172, 6:83:-12:172, 7:83:-12:172,
  8:83:-12:172, 9:83:-12:159:1, 10:83:-12:159:1, -11:83:-11:159:1, -10:83:-11:172,
  -9:83:-11:172, -8:83:-11:172, -7:83:-11:172, -6:83:-11:172, -5:83:-11:172, -4:83:-11:172,
  -3:83:-11:172, -2:83:-11:159:1, -1:83:-11:172, 0:83:-11:172, 1:83:-11:172, 2:83:-11:172,
  3:83:-11:172, 4:83:-11:172, 5:83:-11:172, 6:83:-11:172, 7:83:-11:172, 8:83:-11:172,
  9:83:-11:172, 10:83:-11:172, 11:83:-11:159:1, -12:83:-10:159:1, -11:83:-10:172,
  -10:83:-10:172, -9:83:-10:172, -8:83:-10:172, -7:83:-10:1, -6:83:-10:15, -5:83:-10:172,
  -4:83:-10:172, -3:83:-10:172, -2:83:-10:172, -1:83:-10:172, 0:83:-10:172, 1:83:-10:172,
  2:83:-10:159:1, 3:83:-10:172, 4:83:-10:172, 5:83:-10:172, 6:83:-10:172, 7:83:-10:172,
  8:83:-10:1, 9:83:-10:159:1, 10:83:-10:172, 11:83:-10:159:1, 12:83:-10:159:1, -12:83:-9:159:1,
  -11:83:-9:172, -10:83:-9:172, -9:83:-9:172, -8:83:-9:172, -4:83:-9:172, -3:83:-9:172,
  -2:83:-9:172, -1:83:-9:172, 0:83:-9:172, 1:83:-9:172, 2:83:-9:172, 3:83:-9:172,
  4:83:-9:172, 9:83:-9:1, 10:83:-9:159:1, 11:83:-9:1, 12:83:-9:159:1, -13:83:-8:159:1,
  -12:83:-8:172, -11:83:-8:172, -10:83:-8:172, -4:83:-8:172, -3:83:-8:172, -2:83:-8:172,
  -1:83:-8:172, 0:83:-8:172, 1:83:-8:172, 2:83:-8:172, 3:83:-8:172, 4:83:-8:172, 10:83:-8:172,
  11:83:-8:172, 12:83:-8:1, 13:83:-8:159:1, -13:83:-7:159:1, -12:83:-7:172, -11:83:-7:172,
  -10:83:-7:172, -4:83:-7:172, -3:83:-7:172, -2:83:-7:172, -1:83:-7:172, 0:83:-7:172,
  1:83:-7:172, 2:83:-7:172, 3:83:-7:172, 4:83:-7:16, 10:83:-7:172, 11:83:-7:172, 12:83:-7:172,
  13:83:-7:159:1, -14:83:-6:159:1, -13:83:-6:159:1, -12:83:-6:159:1, -11:83:-6:172,
  -10:83:-6:172, -4:83:-6:1, -3:83:-6:172, -2:83:-6:172, -1:83:-6:172, 0:83:-6:172,
  1:83:-6:172, 2:83:-6:172, 3:83:-6:172, 4:83:-6:172, 10:83:-6:1, 11:83:-6:172, 12:83:-6:172,
  13:83:-6:159:1, 14:83:-6:159:1, -14:83:-5:159:1, -13:83:-5:159:1, -12:83:-5:159:1,
  -11:83:-5:159:1, -10:83:-5:1, -5:83:-5:1, -4:83:-5:172, -3:83:-5:172, -2:83:-5:172,
  -1:83:-5:172, 0:83:-5:172, 1:83:-5:172, 2:83:-5:172, 3:83:-5:172, 4:83:-5:172, 5:83:-5:172,
  6:83:-5:125:1, 9:83:-5:134:6, 10:83:-5:1, 11:83:-5:172, 12:83:-5:172, 13:83:-5:159:1,
  14:83:-5:159:1, -14:83:-4:159:1, -13:83:-4:159:1, -12:83:-4:159:1, -11:83:-4:159:1,
  -10:83:-4:172, -9:83:-4:1, -8:83:-4:172, -7:83:-4:172, -6:83:-4:172, -5:83:-4:172,
  -4:83:-4:172, -3:83:-4:172, -2:83:-4:172, -1:83:-4:172, 0:83:-4:172, 1:83:-4:172,
  2:83:-4:172, 3:83:-4:172, 4:83:-4:172, 5:83:-4:172, 6:83:-4:172, 7:83:-4:1, 8:83:-4:1,
  9:83:-4:172, 10:83:-4:172, 11:83:-4:172, 12:83:-4:172, 13:83:-4:159:1, 14:83:-4:159:1,
  -43:83:-3:172, -42:83:-3:172, -41:83:-3:1:5, -40:83:-3:172, -39:83:-3:172, -15:83:-3:159:1,
  -14:83:-3:159:1, -13:83:-3:159:1, -12:83:-3:159:1, -11:83:-3:159:1, -10:83:-3:172,
  -9:83:-3:172, -8:83:-3:172, -7:83:-3:172, -6:83:-3:172, -5:83:-3:172, -4:83:-3:172,
  -3:83:-3:172, -2:83:-3:172, -1:83:-3:172, 0:83:-3:172, 1:83:-3:172, 2:83:-3:172,
  3:83:-3:172, 4:83:-3:172, 5:83:-3:172, 6:83:-3:172, 7:83:-3:172, 8:83:-3:172, 9:83:-3:172,
  10:83:-3:172, 11:83:-3:172, 12:83:-3:172, 13:83:-3:159:1, 14:83:-3:159:1, 15:83:-3:159:1,
  39:83:-3:172, 40:83:-3:172, 41:83:-3:172, 42:83:-3:172, 43:83:-3:1:5, -44:83:-2:172,
  -43:83:-2:16, -42:83:-2:172, -41:83:-2:172, -40:83:-2:172, -39:83:-2:172, -38:83:-2:172,
  -15:83:-2:159:1, -14:83:-2:159:1, -13:83:-2:159:1, -12:83:-2:159:1, -11:83:-2:172,
  -10:83:-2:172, -9:83:-2:172, -8:83:-2:172, -7:83:-2:172, -6:83:-2:172, -5:83:-2:172,
  -4:83:-2:172, -3:83:-2:172, -2:83:-2:172, -1:83:-2:172, 0:83:-2:172, 1:83:-2:172,
  2:83:-2:172, 3:83:-2:172, 4:83:-2:172, 5:83:-2:172, 6:83:-2:172, 7:83:-2:172, 8:83:-2:172,
  9:83:-2:172, 10:83:-2:172, 11:83:-2:172, 12:83:-2:159:1, 13:83:-2:159:1, 14:83:-2:159:1,
  15:83:-2:159:1, 38:83:-2:172, 39:83:-2:172, 40:83:-2:172, 41:83:-2:172, 42:83:-2:172,
  43:83:-2:172, 44:83:-2:56, -44:83:-1:172, -43:83:-1:172, -42:83:-1:172, -41:83:-1:172,
  -40:83:-1:172, -39:83:-1:172, -38:83:-1:1:5, -15:83:-1:159:1, -14:83:-1:159:1, -13:83:-1:159:1,
  -12:83:-1:159:1, -11:83:-1:172, -10:83:-1:172, -9:83:-1:172, -8:83:-1:159:1, -7:83:-1:172,
  -6:83:-1:172, -5:83:-1:172, -4:83:-1:172, -3:83:-1:172, -2:83:-1:172, -1:83:-1:172,
  0:83:-1:172, 1:83:-1:172, 2:83:-1:172, 3:83:-1:172, 4:83:-1:172, 5:83:-1:172, 6:83:-1:172,
  7:83:-1:172, 8:83:-1:172, 9:83:-1:172, 10:83:-1:172, 11:83:-1:172, 12:83:-1:159:1,
  13:83:-1:159:1, 14:83:-1:159:1, 15:83:-1:159:1, 38:83:-1:172, 39:83:-1:172, 40:83:-1:172,
  41:83:-1:172, 42:83:-1:172, 43:83:-1:172, 44:83:-1:1:5, 45:83:-1:172, -45:83:0:172,
  -44:83:0:172, -43:83:0:172, -42:83:0:172, -41:83:0:172, -40:83:0:172, -39:83:0:172,
  -38:83:0:15, -15:83:0:159:1, -14:83:0:159:1, -13:83:0:159:1, -12:83:0:159:1, -11:83:0:172,
  -10:83:0:172, -9:83:0:172, -8:83:0:172, -7:83:0:172, -6:83:0:172, -5:83:0:172, -4:83:0:172,
  -3:83:0:172, -2:83:0:172, -1:83:0:172, 1:83:0:172, 2:83:0:172, 3:83:0:172, 4:83:0:172,
  5:83:0:172, 6:83:0:172, 7:83:0:172, 8:83:0:172, 9:83:0:172, 10:83:0:172, 11:83:0:172,
  12:83:0:159:1, 13:83:0:159:1, 14:83:0:159:1, 15:83:0:159:1, 38:83:0:15, 39:83:0:172,
  40:83:0:172, 41:83:0:172, 42:83:0:172, 43:83:0:172, 44:83:0:172, 45:83:0:172, -45:83:1:172,
  -44:83:1:1:5, -43:83:1:172, -42:83:1:172, -41:83:1:172, -40:83:1:172, -39:83:1:172,
  -38:83:1:172, -15:83:1:159:1, -14:83:1:159:1, -13:83:1:159:1, -12:83:1:159:1, -11:83:1:172,
  -10:83:1:172, -9:83:1:172, -8:83:1:172, -7:83:1:172, -6:83:1:172, -5:83:1:172, -4:83:1:172,
  -3:83:1:172, -2:83:1:172, -1:83:1:172, 0:83:1:172, 1:83:1:172, 2:83:1:172, 3:83:1:172,
  4:83:1:172, 5:83:1:172, 6:83:1:172, 7:83:1:172, 8:83:1:159:1, 9:83:1:172, 10:83:1:172,
  11:83:1:172, 12:83:1:159:1, 13:83:1:159:1, 14:83:1:159:1, 15:83:1:159:1, 38:83:1:1:5,
  39:83:1:172, 40:83:1:172, 41:83:1:172, 42:83:1:172, 43:83:1:172, 44:83:1:172, -44:83:2:56,
  -43:83:2:172, -42:83:2:172, -41:83:2:172, -40:83:2:172, -39:83:2:172, -38:83:2:172,
  -15:83:2:159:1, -14:83:2:159:1, -13:83:2:159:1, -12:83:2:159:1, -11:83:2:172, -10:83:2:172,
  -9:83:2:172, -8:83:2:172, -7:83:2:172, -6:83:2:172, -5:83:2:172, -4:83:2:172, -3:83:2:172,
  -2:83:2:172, -1:83:2:172, 0:83:2:172, 1:83:2:172, 2:83:2:172, 3:83:2:172, 4:83:2:172,
  5:83:2:172, 6:83:2:172, 7:83:2:172, 8:83:2:172, 9:83:2:172, 10:83:2:172, 11:83:2:172,
  12:83:2:159:1, 13:83:2:159:1, 14:83:2:159:1, 15:83:2:159:1, 38:83:2:172, 39:83:2:172,
  40:83:2:172, 41:83:2:172, 42:83:2:172, 43:83:2:16, 44:83:2:172, -43:83:3:1:5, -42:83:3:172,
  -41:83:3:172, -40:83:3:172, -39:83:3:172, -15:83:3:159:1, -14:83:3:159:1, -13:83:3:159:1,
  -12:83:3:172, -11:83:3:172, -10:83:3:172, -9:83:3:172, -8:83:3:172, -7:83:3:172,
  -6:83:3:172, -5:83:3:172, -4:83:3:172, -3:83:3:172, -2:83:3:172, -1:83:3:172, 0:83:3:172,
  1:83:3:172, 2:83:3:172, 3:83:3:172, 4:83:3:172, 5:83:3:172, 6:83:3:172, 7:83:3:172,
  8:83:3:172, 9:83:3:172, 10:83:3:172, 11:83:3:159:1, 12:83:3:159:1, 13:83:3:159:1,
  14:83:3:159:1, 15:83:3:159:1, 39:83:3:172, 40:83:3:172, 41:83:3:1:5, 42:83:3:172,
  43:83:3:172, -14:83:4:159:1, -13:83:4:159:1, -12:83:4:172, -11:83:4:172, -10:83:4:172,
  -9:83:4:172, -8:83:4:172, -7:83:4:172, -6:83:4:172, -5:83:4:172, -4:83:4:172, -3:83:4:172,
  -2:83:4:172, -1:83:4:172, 0:83:4:172, 1:83:4:172, 2:83:4:172, 3:83:4:172, 4:83:4:172,
  5:83:4:172, 6:83:4:14, 7:83:4:172, 8:83:4:172, 9:83:4:172, 10:83:4:172, 11:83:4:159:1,
  12:83:4:159:1, 13:83:4:159:1, 14:83:4:159:1, -14:83:5:159:1, -13:83:5:159:1, -12:83:5:172,
  -11:83:5:172, -10:83:5:1, -9:83:5:134:7, -6:83:5:125:1, -5:83:5:172, -4:83:5:172,
  -3:83:5:172, -2:83:5:172, -1:83:5:172, 0:83:5:172, 1:83:5:172, 2:83:5:172, 3:83:5:172,
  4:83:5:172, 5:83:5:172, 10:83:5:172, 11:83:5:159:1, 12:83:5:159:1, 13:83:5:159:1,
  14:83:5:159:1, -14:83:6:159:1, -13:83:6:159:1, -12:83:6:172, -11:83:6:172, -10:83:6:1,
  -4:83:6:172, -3:83:6:172, -2:83:6:172, -1:83:6:172, 0:83:6:172, 1:83:6:172, 2:83:6:172,
  3:83:6:172, 4:83:6:172, 10:83:6:1, 11:83:6:172, 12:83:6:172, 13:83:6:159:1, 14:83:6:159:1,
  -13:83:7:159:1, -12:83:7:172, -11:83:7:172, -10:83:7:172, -4:83:7:1, -3:83:7:172,
  -2:83:7:172, -1:83:7:172, 0:83:7:172, 1:83:7:172, 2:83:7:172, 3:83:7:172, 4:83:7:172,
  10:83:7:1, 11:83:7:172, 12:83:7:172, 13:83:7:159:1, -13:83:8:159:1, -12:83:8:1:1,
  -11:83:8:172, -10:83:8:172, -4:83:8:15, -3:83:8:172, -2:83:8:172, -1:83:8:172, 0:83:8:172,
  1:83:8:172, 2:83:8:172, 3:83:8:172, 4:83:8:172, 10:83:8:1, 11:83:8:172, 12:83:8:172,
  13:83:8:159:1, -12:83:9:159:1, -11:83:9:172, -10:83:9:1, -4:83:9:172, -3:83:9:172,
  -2:83:9:172, -1:83:9:172, 0:83:9:172, 1:83:9:172, 2:83:9:172, 3:83:9:172, 4:83:9:15,
  8:83:9:172, 9:83:9:172, 10:83:9:172, 11:83:9:172, 12:83:9:159:1, -12:83:10:159:1,
  -11:83:10:159:1, -10:83:10:172, -9:83:10:1, -8:83:10:1, -6:83:10:159:1, -5:83:10:172,
  -4:83:10:172, -3:83:10:172, -2:83:10:159:1, -1:83:10:172, 0:83:10:172, 1:83:10:172,
  2:83:10:172, 3:83:10:172, 4:83:10:172, 5:83:10:1, 6:83:10:1, 7:83:10:172, 8:83:10:172,
  9:83:10:172, 10:83:10:172, 11:83:10:172, 12:83:10:159:1, -11:83:11:159:1, -10:83:11:159:1,
  -9:83:11:172, -8:83:11:172, -7:83:11:159:1, -6:83:11:159:1, -5:83:11:172, -4:83:11:172,
  -3:83:11:172, -2:83:11:172, -1:83:11:172, 0:83:11:172, 1:83:11:172, 2:83:11:172,
  3:83:11:172, 4:83:11:172, 5:83:11:172, 6:83:11:172, 7:83:11:172, 8:83:11:172, 9:83:11:172,
  10:83:11:172, 11:83:11:159:1, -10:83:12:159:1, -9:83:12:159:1, -8:83:12:159:1, -7:83:12:159:1,
  -6:83:12:159:1, -5:83:12:159:1, -4:83:12:159:1, -3:83:12:159:1, -2:83:12:159:1,
  -1:83:12:159:1, 0:83:12:159:1, 1:83:12:159:1, 2:83:12:159:1, 3:83:12:159:1, 4:83:12:172,
  5:83:12:172, 6:83:12:172, 7:83:12:172, 8:83:12:172, 9:83:12:159:1, 10:83:12:159:1,
